schema_version,word_id,base_en,pos,difficulty,created_utc,en_word,zh_word,zh_tr,ja_word,ja_tr,es_word,fr_word
,,curve,,,,,,,,,,
,,curved,,,,,,,,,,
,,custom,,,,,,,,,,
,,customer,,,,,,,,,,
,,cut,,,,,,,,,,
,,cycle,,,,,,,,,,
,,dad,,,,,,,,,,
,,daily,,,,,,,,,,
,,damage,,,,,,,,,,
,,dance,,,,,,,,,,
,,dancer,,,,,,,,,,
,,dancing,,,,,,,,,,
,,danger,,,,,,,,,,
,,dangerous,,,,,,,,,,
,,dark,,,,,,,,,,
,,data,,,,,,,,,,
,,date,,,,,,,,,,
,,daughter,,,,,,,,,,
,,day,,,,,,,,,,
,,dead,,,,,,,,,,
,,deal,,,,,,,,,,
,,dear,,,,,,,,,,
,,death,,,,,,,,,,
,,debate,,,,,,,,,,
,,debt,,,,,,,,,,
,,decade,,,,,,,,,,
,,December,,,,,,,,,,
,,decent,,,,,,,,,,
,,decide,,,,,,,,,,
,,decision,,,,,,,,,,
,,declare,,,,,,,,,,
,,decline,,,,,,,,,,
,,decorate,,,,,,,,,,
,,decoration,,,,,,,,,,
,,decrease,,,,,,,,,,
,,deep,,,,,,,,,,
,,deeply,,,,,,,,,,
,,defeat,,,,,,,,,,
,,defense,,,,,,,,,,
,,defend,,,,,,,,,,
,,define,,,,,,,,,,
,,definite,,,,,,,,,,
,,definitely,,,,,,,,,,
,,definition,,,,,,,,,,
,,degree,,,,,,,,,,
,,delay,,,,,,,,,,
,,deliberate,,,,,,,,,,
,,deliberately,,,,,,,,,,
,,delicious,,,,,,,,,,
,,delight,,,,,,,,,,
,,delighted,,,,,,,,,,
,,deliver,,,,,,,,,,
,,delivery,,,,,,,,,,
,,demand,,,,,,,,,,
,,demonstrate,,,,,,,,,,
,,dentist,,,,,,,,,,
,,deny,,,,,,,,,,
,,department,,,,,,,,,,
,,departure,,,,,,,,,,
,,depend,,,,,,,,,,
,,depressed,,,,,,,,,,
,,depressing,,,,,,,,,,
,,depth,,,,,,,,,,
,,describe,,,,,,,,,,
,,description,,,,,,,,,,
,,desert,,,,,,,,,,
,,deserve,,,,,,,,,,
,,design,,,,,,,,,,
,,designer,,,,,,,,,,
,,desire,,,,,,,,,,
,,desk,,,,,,,,,,
,,desperate,,,,,,,,,,
,,despite,,,,,,,,,,
,,destination,,,,,,,,,,
,,destroy,,,,,,,,,,
,,detail,,,,,,,,,,
,,detailed,,,,,,,,,,
,,detect,,,,,,,,,,
,,detective,,,,,,,,,,
,,determine,,,,,,,,,,
,,determined,,,,,,,,,,
,,develop,,,,,,,,,,
,,development,,,,,,,,,,
,,device,,,,,,,,,,
,,diagram,,,,,,,,,,
,,dialogue,,,,,,,,,,
,,diamond,,,,,,,,,,
,,diary,,,,,,,,,,
,,dictionary,,,,,,,,,,
,,die,,,,,,,,,,
,,diet,,,,,,,,,,
,,difference,,,,,,,,,,
,,different,,,,,,,,,,
,,differently,,,,,,,,,,
,,difficult,,,,,,,,,,
,,difficulty,,,,,,,,,,
,,dig,,,,,,,,,,
,,digital,,,,,,,,,,
,,dinner,,,,,,,,,,
,,direct,,,,,,,,,,
,,direction,,,,,,,,,,
,,directly,,,,,,,,,,
,,director,,,,,,,,,,
,,dirt,,,,,,,,,,
,,dirty,,,,,,,,,,
,,disadvantage,,,,,,,,,,
,,disagree,,,,,,,,,,
,,disappear,,,,,,,,,,
,,disappointed,,,,,,,,,,
,,disappointing,,,,,,,,,,
,,disaster,,,,,,,,,,
,,disc,,,,,,,,,,
,,discipline,,,,,,,,,,
,,discount,,,,,,,,,,
,,discover,,,,,,,,,,
,,discovery,,,,,,,,,,
,,discuss,,,,,,,,,,
,,discussion,,,,,,,,,,
,,disease,,,,,,,,,,
,,dish,,,,,,,,,,
,,dishonest,,,,,,,,,,
,,dislike,,,,,,,,,,
,,dismiss,,,,,,,,,,
,,display,,,,,,,,,,
,,distance,,,,,,,,,,
,,distribute,,,,,,,,,,
,,distribution,,,,,,,,,,
,,district,,,,,,,,,,
,,divide,,,,,,,,,,
,,division,,,,,,,,,,
,,divorced,,,,,,,,,,
,,do,,,,,,,,,,
,,doctor,,,,,,,,,,
,,document,,,,,,,,,,
,,documentary,,,,,,,,,,
,,dog,,,,,,,,,,
,,dollar,,,,,,,,,,
,,domestic,,,,,,,,,,
,,dominate,,,,,,,,,,
,,donate,,,,,,,,,,
,,door,,,,,,,,,,
,,double,,,,,,,,,,
,,doubt,,,,,,,,,,
,,down,,,,,,,,,,
,,download,,,,,,,,,,
,,downstairs,,,,,,,,,,
,,downwards,,,,,,,,,,
,,dozen,,,,,,,,,,
,,draft,,,,,,,,,,
,,drag,,,,,,,,,,
,,drama,,,,,,,,,,
,,dramatic,,,,,,,,,,
,,draw,,,,,,,,,,
,,drawing,,,,,,,,,,
,,dream,,,,,,,,,,
,,dress,,,,,,,,,,
,,dressed,,,,,,,,,,
,,drink,,,,,,,,,,
,,drive,,,,,,,,,,
,,driver,,,,,,,,,,
,,driving,,,,,,,,,,
,,drop,,,,,,,,,,
,,drug,,,,,,,,,,
,,drum,,,,,,,,,,
,,drunk,,,,,,,,,,
,,dry,,,,,,,,,,
,,due,,,,,,,,,,
,,during,,,,,,,,,,
,,dust,,,,,,,,,,
,,duty,,,,,,,,,,
,,DVD,,,,,,,,,,
,,each,,,,,,,,,,
,,ear,,,,,,,,,,
,,early,,,,,,,,,,
,,earn,,,,,,,,,,
,,earth,,,,,,,,,,
,,earthquake,,,,,,,,,,
,,easily,,,,,,,,,,
,,east,,,,,,,,,,
,,eastern,,,,,,,,,,
,,easy,,,,,,,,,,
,,eat,,,,,,,,,,
,,economic,,,,,,,,,,
,,economy,,,,,,,,,,
,,edge,,,,,,,,,,
,,edit,,,,,,,,,,
,,edition,,,,,,,,,,
,,editor,,,,,,,,,,
,,educate,,,,,,,,,,
,,educated,,,,,,,,,,
,,education,,,,,,,,,,
,,educational,,,,,,,,,,
,,effect,,,,,,,,,,
,,effective,,,,,,,,,,
,,effectively,,,,,,,,,,
,,efficient,,,,,,,,,,
,,effort,,,,,,,,,,
,,egg,,,,,,,,,,
,,eight,,,,,,,,,,
,,eighteen,,,,,,,,,,
,,eighty,,,,,,,,,,
,,either,,,,,,,,,,
,,elderly,,,,,,,,,,
,,elect,,,,,,,,,,
,,election,,,,,,,,,,
,,electric,,,,,,,,,,
,,electrical,,,,,,,,,,
,,electricity,,,,,,,,,,
,,electronic,,,,,,,,,,
,,element,,,,,,,,,,
,,elephant,,,,,,,,,,
,,eleven,,,,,,,,,,
,,else,,,,,,,,,,
,,elsewhere,,,,,,,,,,
,,email,,,,,,,,,,
,,embarrassed,,,,,,,,,,
,,embarrassing,,,,,,,,,,
,,emerge,,,,,,,,,,
,,emergency,,,,,,,,,,
,,emotion,,,,,,,,,,
,,emotional,,,,,,,,,,
,,emphasis,,,,,,,,,,
,,emphasize,,,,,,,,,,
,,employ,,,,,,,,,,
,,employee,,,,,,,,,,
,,employer,,,,,,,,,,
,,employment,,,,,,,,,,
,,empty,,,,,,,,,,
,,enable,,,,,,,,,,
,,encounter,,,,,,,,,,
,,encourage,,,,,,,,,,
,,end,,,,,,,,,,
,,ending,,,,,,,,,,
,,enemy,,,,,,,,,,
,,energy,,,,,,,,,,
,,engage,,,,,,,,,,
,,engaged,,,,,,,,,,
,,engine,,,,,,,,,,
,,engineer,,,,,,,,,,
,,engineering,,,,,,,,,,
,,enhance,,,,,,,,,,
,,enjoy,,,,,,,,,,
,,enormous,,,,,,,,,,
,,enough,,,,,,,,,,
,,enquiry,,,,,,,,,,
,,ensure,,,,,,,,,,
,,enter,,,,,,,,,,
,,entertain,,,,,,,,,,
,,entertainment,,,,,,,,,,
,,enthusiasm,,,,,,,,,,
,,enthusiastic,,,,,,,,,,
,,entire,,,,,,,,,,
,,entirely,,,,,,,,,,
,,entrance,,,,,,,,,,
,,entry,,,,,,,,,,
,,environment,,,,,,,,,,
,,environmental,,,,,,,,,,
,,episode,,,,,,,,,,
,,equal,,,,,,,,,,
,,equally,,,,,,,,,,
,,equipment,,,,,,,,,,
,,error,,,,,,,,,,
,,escape,,,,,,,,,,
,,especially,,,,,,,,,,
,,essay,,,,,,,,,,
,,essential,,,,,,,,,,
,,establish,,,,,,,,,,
,,estate,,,,,,,,,,
,,estimate,,,,,,,,,,
,,ethical,,,,,,,,,,
,,euro,,,,,,,,,,
,,evaluate,,,,,,,,,,
,,even,,,,,,,,,,
,,evening,,,,,,,,,,
,,event,,,,,,,,,,
,,eventually,,,,,,,,,,
,,ever,,,,,,,,,,
,,every,,,,,,,,,,
,,everybody,,,,,,,,,,
,,everyday,,,,,,,,,,
,,everyone,,,,,,,,,,
,,everything,,,,,,,,,,
,,everywhere,,,,,,,,,,
,,evidence,,,,,,,,,,
,,evil,,,,,,,,,,
,,exact,,,,,,,,,,
,,exactly,,,,,,,,,,
,,exam,,,,,,,,,,
,,examination,,,,,,,,,,
,,examine,,,,,,,,,,
,,example,,,,,,,,,,
,,excellent,,,,,,,,,,
,,except,,,,,,,,,,
,,exchange,,,,,,,,,,
,,excited,,,,,,,,,,
,,excitement,,,,,,,,,,
,,exciting,,,,,,,,,,
,,excuse,,,,,,,,,,
,,executive,,,,,,,,,,
,,exercise,,,,,,,,,,
,,exhibition,,,,,,,,,,
,,exist,,,,,,,,,,
,,existence,,,,,,,,,,
,,expand,,,,,,,,,,
,,expect,,,,,,,,,,
,,expectation,,,,,,,,,,
,,expected,,,,,,,,,,
,,expedition,,,,,,,,,,
,,expense,,,,,,,,,,
,,expensive,,,,,,,,,,
,,experience,,,,,,,,,,
,,experienced,,,,,,,,,,
,,experiment,,,,,,,,,,
,,expert,,,,,,,,,,
,,explain,,,,,,,,,,
,,explanation,,,,,,,,,,
,,explode,,,,,,,,,,
,,exploration,,,,,,,,,,
,,explore,,,,,,,,,,
,,explosion,,,,,,,,,,
,,export,,,,,,,,,,
,,expose,,,,,,,,,,
,,express,,,,,,,,,,
,,expression,,,,,,,,,,
,,extend,,,,,,,,,,
,,extent,,,,,,,,,,
,,external,,,,,,,,,,
,,extra,,,,,,,,,,
,,extraordinary,,,,,,,,,,
,,extreme,,,,,,,,,,
,,extremely,,,,,,,,,,
,,eye,,,,,,,,,,
,,face,,,,,,,,,,
,,facility,,,,,,,,,,
,,fact,,,,,,,,,,
,,factor,,,,,,,,,,
,,factory,,,,,,,,,,
,,fail,,,,,,,,,,
,,failure,,,,,,,,,,
,,fair,,,,,,,,,,
,,fairly,,,,,,,,,,
,,faith,,,,,,,,,,
,,fall,,,,,,,,,,
,,FALSE,,,,,,,,,,
,,familiar,,,,,,,,,,
,,family,,,,,,,,,,
,,famous,,,,,,,,,,
,,fan,,,,,,,,,,
,,fancy,,,,,,,,,,
,,fantastic,,,,,,,,,,
,,far,,,,,,,,,,
,,farm,,,,,,,,,,
,,farmer,,,,,,,,,,
,,farming,,,,,,,,,,
,,fascinating,,,,,,,,,,
,,fashion,,,,,,,,,,
,,fashionable,,,,,,,,,,
,,fast,,,,,,,,,,
,,fasten,,,,,,,,,,
,,fat,,,,,,,,,,
,,father,,,,,,,,,,
,,fault,,,,,,,,,,
,,favor,,,,,,,,,,
,,favorite,,,,,,,,,,
,,fear,,,,,,,,,,
,,feather,,,,,,,,,,
,,feature,,,,,,,,,,
,,February,,,,,,,,,,
,,fee,,,,,,,,,,
,,feed,,,,,,,,,,
,,feedback,,,,,,,,,,
,,feel,,,,,,,,,,
,,feeling,,,,,,,,,,
,,fellow,,,,,,,,,,
,,female,,,,,,,,,,
,,fence,,,,,,,,,,
,,festival,,,,,,,,,,
,,few,,,,,,,,,,
,,fiction,,,,,,,,,,
,,field,,,,,,,,,,
,,fifteen,,,,,,,,,,
,,fifth,,,,,,,,,,
,,fifty,,,,,,,,,,
,,fight,,,,,,,,,,
,,fighting,,,,,,,,,,
,,figure,,,,,,,,,,
,,file,,,,,,,,,,
,,fill,,,,,,,,,,
,,film,,,,,,,,,,
,,final,,,,,,,,,,
,,finally,,,,,,,,,,
,,finance,,,,,,,,,,
,,financial,,,,,,,,,,
,,find,,,,,,,,,,
,,finding,,,,,,,,,,
,,fine,,,,,,,,,,
,,finger,,,,,,,,,,
,,finish,,,,,,,,,,
,,fire,,,,,,,,,,
,,firm,,,,,,,,,,
,,first,,,,,,,,,,
,,firstly,,,,,,,,,,
,,fish,,,,,,,,,,
,,fishing,,,,,,,,,,
,,fit,,,,,,,,,,
,,fitness,,,,,,,,,,
,,five,,,,,,,,,,
,,fix,,,,,,,,,,
,,fixed,,,,,,,,,,
,,flag,,,,,,,,,,
,,flame,,,,,,,,,,
,,flash,,,,,,,,,,
,,flat,,,,,,,,,,
,,flexible,,,,,,,,,,
,,flight,,,,,,,,,,
,,float,,,,,,,,,,
,,flood,,,,,,,,,,
,,floor,,,,,,,,,,
,,flour,,,,,,,,,,
,,flow,,,,,,,,,,
,,flower,,,,,,,,,,
,,flu,,,,,,,,,,
,,fly,,,,,,,,,,
,,flying,,,,,,,,,,
,,focus,,,,,,,,,,
,,fold,,,,,,,,,,
,,folding,,,,,,,,,,
,,folk,,,,,,,,,,
,,follow,,,,,,,,,,
,,following,,,,,,,,,,
,,food,,,,,,,,,,
,,foot,,,,,,,,,,
,,football,,,,,,,,,,
,,for,,,,,,,,,,
,,force,,,,,,,,,,
,,foreign,,,,,,,,,,
,,forest,,,,,,,,,,
,,forever,,,,,,,,,,
,,forget,,,,,,,,,,
,,forgive,,,,,,,,,,
,,fork,,,,,,,,,,
,,form,,,,,,,,,,
,,formal,,,,,,,,,,
,,former,,,,,,,,,,
,,fortunately,,,,,,,,,,
,,fortune,,,,,,,,,,
,,forty,,,,,,,,,,
,,forward,,,,,,,,,,
,,found,,,,,,,,,,
,,four,,,,,,,,,,
,,fourteen,,,,,,,,,,
,,fourth,,,,,,,,,,
,,frame,,,,,,,,,,
,,free,,,,,,,,,,
,,freedom,,,,,,,,,,
,,freeze,,,,,,,,,,
,,frequency,,,,,,,,,,
,,frequently,,,,,,,,,,
,,fresh,,,,,,,,,,
,,Friday,,,,,,,,,,
,,fridge,,,,,,,,,,
,,friend,,,,,,,,,,
,,friendly,,,,,,,,,,
,,friendship,,,,,,,,,,
,,frighten,,,,,,,,,,
,,frightened,,,,,,,,,,
,,frightening,,,,,,,,,,
,,frog,,,,,,,,,,
,,from,,,,,,,,,,
,,front,,,,,,,,,,
,,frozen,,,,,,,,,,
,,fruit,,,,,,,,,,
,,fry,,,,,,,,,,
,,fuel,,,,,,,,,,
,,full,,,,,,,,,,
,,fully,,,,,,,,,,
,,fun,,,,,,,,,,
,,function,,,,,,,,,,
,,fund,,,,,,,,,,
,,fundamental,,,,,,,,,,
,,funding,,,,,,,,,,
,,funny,,,,,,,,,,
,,fur,,,,,,,,,,
,,furniture,,,,,,,,,,
,,further,,,,,,,,,,
,,furthermore,,,,,,,,,,
,,future,,,,,,,,,,
,,gain,,,,,,,,,,
,,gallery,,,,,,,,,,
,,game,,,,,,,,,,
,,gang,,,,,,,,,,
,,gap,,,,,,,,,,
,,garage,,,,,,,,,,
,,garden,,,,,,,,,,
,,gas,,,,,,,,,,
,,gate,,,,,,,,,,
,,gather,,,,,,,,,,
,,general,,,,,,,,,,
,,generally,,,,,,,,,,
,,generate,,,,,,,,,,
,,generation,,,,,,,,,,
,,generous,,,,,,,,,,
,,genre,,,,,,,,,,
,,gentle,,,,,,,,,,
,,gentleman,,,,,,,,,,
,,geography,,,,,,,,,,
,,get,,,,,,,,,,
,,ghost,,,,,,,,,,
,,giant,,,,,,,,,,
,,gift,,,,,,,,,,
,,girl,,,,,,,,,,
,,girlfriend,,,,,,,,,,
,,give,,,,,,,,,,
,,glad,,,,,,,,,,
,,glass,,,,,,,,,,
,,global,,,,,,,,,,
,,glove,,,,,,,,,,
,,go,,,,,,,,,,
,,goal,,,,,,,,,,
,,god,,,,,,,,,,
,,gold,,,,,,,,,,
,,golf,,,,,,,,,,
,,good,,,,,,,,,,
,,goodbye,,,,,,,,,,
,,goods,,,,,,,,,,
,,govern,,,,,,,,,,
,,government,,,,,,,,,,
,,grab,,,,,,,,,,
,,grade,,,,,,,,,,
,,gradually,,,,,,,,,,
,,graduate,,,,,,,,,,
,,grain,,,,,,,,,,
,,grand,,,,,,,,,,
,,grandfather,,,,,,,,,,
,,grandmother,,,,,,,,,,
,,grandparent,,,,,,,,,,
,,grant,,,,,,,,,,
,,grass,,,,,,,,,,
,,grateful,,,,,,,,,,
,,great,,,,,,,,,,
,,green,,,,,,,,,,
,,greet,,,,,,,,,,
,,grey,,,,,,,,,,
,,ground,,,,,,,,,,
,,group,,,,,,,,,,
,,grow,,,,,,,,,,
,,growth,,,,,,,,,,
,,guarantee,,,,,,,,,,
,,guard,,,,,,,,,,
,,guess,,,,,,,,,,
,,guest,,,,,,,,,,
,,guide,,,,,,,,,,
,,guilty,,,,,,,,,,
,,guitar,,,,,,,,,,
,,gun,,,,,,,,,,
,,guy,,,,,,,,,,
,,gym,,,,,,,,,,
,,habit,,,,,,,,,,
,,hair,,,,,,,,,,
,,half,,,,,,,,,,
,,hall,,,,,,,,,,
,,hand,,,,,,,,,,
,,handle,,,,,,,,,,
,,hang,,,,,,,,,,
,,happen,,,,,,,,,,
,,happily,,,,,,,,,,
,,happiness,,,,,,,,,,
,,happy,,,,,,,,,,
,,hard,,,,,,,,,,
,,hardly,,,,,,,,,,
,,harm,,,,,,,,,,
,,harmful,,,,,,,,,,
,,hat,,,,,,,,,,
,,hate,,,,,,,,,,
,,have,,,,,,,,,,
,,have to,,,,,,,,,,
,,he,,,,,,,,,,
,,head,,,,,,,,,,
,,headache,,,,,,,,,,
,,headline,,,,,,,,,,
,,health,,,,,,,,,,
,,healthy,,,,,,,,,,
,,hear,,,,,,,,,,
,,hearing,,,,,,,,,,
,,heart,,,,,,,,,,
,,heat,,,,,,,,,,
,,heating,,,,,,,,,,
,,heaven,,,,,,,,,,
,,heavily,,,,,,,,,,
,,heavy,,,,,,,,,,
,,heel,,,,,,,,,,
,,height,,,,,,,,,,
,,helicopter,,,,,,,,,,
,,hell,,,,,,,,,,
,,hello,,,,,,,,,,
,,help,,,,,,,,,,
,,helpful,,,,,,,,,,
,,her,,,,,,,,,,
,,here,,,,,,,,,,
,,hero,,,,,,,,,,
,,hers,,,,,,,,,,
,,herself,,,,,,,,,,
,,hesitate,,,,,,,,,,
,,hey,,,,,,,,,,
,,hi,,,,,,,,,,
,,hide,,,,,,,,,,
,,high,,,,,,,,,,
,,highlight,,,,,,,,,,
,,highly,,,,,,,,,,
,,hill,,,,,,,,,,
,,him,,,,,,,,,,
,,himself,,,,,,,,,,
,,hire,,,,,,,,,,
,,his,,,,,,,,,,
,,historic,,,,,,,,,,
,,historical,,,,,,,,,,
,,history,,,,,,,,,,
,,hit,,,,,,,,,,
,,hobby,,,,,,,,,,
,,hockey,,,,,,,,,,
,,hold,,,,,,,,,,
,,hole,,,,,,,,,,
,,holiday,,,,,,,,,,
,,hollow,,,,,,,,,,
,,holy,,,,,,,,,,
,,home,,,,,,,,,,
,,homework,,,,,,,,,,
,,honest,,,,,,,,,,
,,honor,,,,,,,,,,
,,hope,,,,,,,,,,
,,horrible,,,,,,,,,,
,,horror,,,,,,,,,,
,,horse,,,,,,,,,,
,,hospital,,,,,,,,,,
,,host,,,,,,,,,,
,,hot,,,,,,,,,,
,,hotel,,,,,,,,,,
,,hour,,,,,,,,,,
,,house,,,,,,,,,,
,,household,,,,,,,,,,
,,housing,,,,,,,,,,
,,how,,,,,,,,,,
,,however,,,,,,,,,,
,,huge,,,,,,,,,,
,,human,,,,,,,,,,
,,humorous,,,,,,,,,,
,,humor,,,,,,,,,,
,,hundred,,,,,,,,,,
,,hungry,,,,,,,,,,
,,hunt,,,,,,,,,,
,,hunting,,,,,,,,,,
,,hurricane,,,,,,,,,,
,,hurry,,,,,,,,,,
,,hurt,,,,,,,,,,
,,husband,,,,,,,,,,
,,I,,,,,,,,,,
,,ice,,,,,,,,,,
,,ice cream,,,,,,,,,,
,,idea,,,,,,,,,,
,,ideal,,,,,,,,,,
,,identify,,,,,,,,,,
,,identity,,,,,,,,,,
,,if,,,,,,,,,,
,,ignore,,,,,,,,,,
,,ill,,,,,,,,,,
,,illegal,,,,,,,,,,
,,illness,,,,,,,,,,
,,illustrate,,,,,,,,,,
,,illustration,,,,,,,,,,
,,image,,,,,,,,,,
,,imaginary,,,,,,,,,,
,,imagination,,,,,,,,,,
,,imagine,,,,,,,,,,
,,immediate,,,,,,,,,,
,,immediately,,,,,,,,,,
,,immigrant,,,,,,,,,,
,,impact,,,,,,,,,,
,,impatient,,,,,,,,,,
,,imply,,,,,,,,,,
,,import,,,,,,,,,,
,,importance,,,,,,,,,,
,,important,,,,,,,,,,
,,impose,,,,,,,,,,
,,impossible,,,,,,,,,,
,,impress,,,,,,,,,,
,,impressed,,,,,,,,,,
,,impression,,,,,,,,,,
,,impressive,,,,,,,,,,
,,improve,,,,,,,,,,
,,improvement,,,,,,,,,,
,,in,,,,,,,,,,
,,inch,,,,,,,,,,
,,incident,,,,,,,,,,
,,include,,,,,,,,,,
,,included,,,,,,,,,,
,,including,,,,,,,,,,
,,income,,,,,,,,,,
,,increase,,,,,,,,,,
,,increasingly,,,,,,,,,,
,,incredible,,,,,,,,,,
,,incredibly,,,,,,,,,,
,,indeed,,,,,,,,,,
,,independent,,,,,,,,,,
,,indicate,,,,,,,,,,
,,indirect,,,,,,,,,,
,,individual,,,,,,,,,,
,,indoor,,,,,,,,,,
,,indoors,,,,,,,,,,
,,industrial,,,,,,,,,,
,,industry,,,,,,,,,,
,,infection,,,,,,,,,,
,,influence,,,,,,,,,,
,,inform,,,,,,,,,,
,,informal,,,,,,,,,,
,,information,,,,,,,,,,
,,ingredient,,,,,,,,,,
,,initial,,,,,,,,,,
,,initially,,,,,,,,,,
,,initiative,,,,,,,,,,
,,injure,,,,,,,,,,
,,injured,,,,,,,,,,
,,injury,,,,,,,,,,
,,inner,,,,,,,,,,
,,innocent,,,,,,,,,,
,,insect,,,,,,,,,,
,,inside,,,,,,,,,,
,,insight,,,,,,,,,,
,,insist,,,,,,,,,,
,,inspire,,,,,,,,,,
,,install,,,,,,,,,,
,,instance,,,,,,,,,,
,,instead,,,,,,,,,,
,,institute,,,,,,,,,,
,,institution,,,,,,,,,,
,,instruction,,,,,,,,,,
,,instructor,,,,,,,,,,
,,instrument,,,,,,,,,,
,,insurance,,,,,,,,,,
,,intelligence,,,,,,,,,,
,,intelligent,,,,,,,,,,
,,intend,,,,,,,,,,
,,intended,,,,,,,,,,
,,intense,,,,,,,,,,
,,intention,,,,,,,,,,
,,interest,,,,,,,,,,
,,interested,,,,,,,,,,
,,interesting,,,,,,,,,,
,,internal,,,,,,,,,,
,,international,,,,,,,,,,
,,internet,,,,,,,,,,
,,interpret,,,,,,,,,,
,,interrupt,,,,,,,,,,
,,interview,,,,,,,,,,
,,into,,,,,,,,,,
,,introduce,,,,,,,,,,
,,introduction,,,,,,,,,,
,,invent,,,,,,,,,,
,,invention,,,,,,,,,,
,,invest,,,,,,,,,,
,,investigate,,,,,,,,,,
,,investigation,,,,,,,,,,
,,investment,,,,,,,,,,
,,invitation,,,,,,,,,,
,,invite,,,,,,,,,,
,,involve,,,,,,,,,,
,,involved,,,,,,,,,,
,,iron,,,,,,,,,,
,,island,,,,,,,,,,
,,issue,,,,,,,,,,
,,it,,,,,,,,,,
,,item,,,,,,,,,,
,,its,,,,,,,,,,
,,itself,,,,,,,,,,
,,jacket,,,,,,,,,,
,,jam,,,,,,,,,,
,,January,,,,,,,,,,
,,jazz,,,,,,,,,,
,,jeans,,,,,,,,,,
,,jewelry,,,,,,,,,,
,,job,,,,,,,,,,
,,join,,,,,,,,,,
,,joke,,,,,,,,,,
,,journal,,,,,,,,,,
,,journalist,,,,,,,,,,
,,journey,,,,,,,,,,
,,joy,,,,,,,,,,
,,judge,,,,,,,,,,
,,judgement,,,,,,,,,,
,,juice,,,,,,,,,,
,,July,,,,,,,,,,
,,jump,,,,,,,,,,
,,June,,,,,,,,,,
,,junior,,,,,,,,,,
,,just,,,,,,,,,,
,,justice,,,,,,,,,,
,,justify,,,,,,,,,,
,,keen,,,,,,,,,,
,,keep,,,,,,,,,,
,,key,,,,,,,,,,
,,keyboard,,,,,,,,,,
,,kick,,,,,,,,,,
,,kid,,,,,,,,,,
,,kill,,,,,,,,,,
,,killing,,,,,,,,,,
,,kilometer,,,,,,,,,,
,,kind,,,,,,,,,,
,,king,,,,,,,,,,
,,kiss,,,,,,,,,,
,,kitchen,,,,,,,,,,
,,knee,,,,,,,,,,
,,knife,,,,,,,,,,
,,knock,,,,,,,,,,
,,know,,,,,,,,,,
,,knowledge,,,,,,,,,,
,,lab,,,,,,,,,,
,,label,,,,,,,,,,
,,laboratory,,,,,,,,,,
,,labor,,,,,,,,,,
,,lack,,,,,,,,,,
,,lady,,,,,,,,,,
,,lake,,,,,,,,,,
,,lamp,,,,,,,,,,
,,land,,,,,,,,,,
,,landscape,,,,,,,,,,
,,language,,,,,,,,,,
,,laptop,,,,,,,,,,
,,large,,,,,,,,,,
,,largely,,,,,,,,,,
,,last,,,,,,,,,,
,,late,,,,,,,,,,
,,later,,,,,,,,,,
,,latest,,,,,,,,,,
,,laugh,,,,,,,,,,
,,laughter,,,,,,,,,,
,,launch,,,,,,,,,,
,,law,,,,,,,,,,
,,lawyer,,,,,,,,,,
,,lay,,,,,,,,,,
,,layer,,,,,,,,,,
,,lazy,,,,,,,,,,
,,lead,,,,,,,,,,
,,leader,,,,,,,,,,
,,leadership,,,,,,,,,,
,,leading,,,,,,,,,,
,,leaf,,,,,,,,,,
,,league,,,,,,,,,,
,,lean,,,,,,,,,,
,,learn,,,,,,,,,,
,,learning,,,,,,,,,,
,,least,,,,,,,,,,
,,leather,,,,,,,,,,
,,leave,,,,,,,,,,
,,lecture,,,,,,,,,,
,,left,,,,,,,,,,
,,leg,,,,,,,,,,
,,legal,,,,,,,,,,
,,leisure,,,,,,,,,,
,,lemon,,,,,,,,,,
,,lend,,,,,,,,,,
,,length,,,,,,,,,,
,,less,,,,,,,,,,
,,lesson,,,,,,,,,,
,,let,,,,,,,,,,
,,letter,,,,,,,,,,
,,level,,,,,,,,,,
,,library,,,,,,,,,,
,,license,,,,,,,,,,
,,lie,,,,,,,,,,
,,life,,,,,,,,,,
,,lifestyle,,,,,,,,,,
,,lift,,,,,,,,,,
,,light,,,,,,,,,,
,,like,,,,,,,,,,
,,likely,,,,,,,,,,
,,limit,,,,,,,,,,
,,limited,,,,,,,,,,
,,line,,,,,,,,,,
,,link,,,,,,,,,,
,,lion,,,,,,,,,,
,,lip,,,,,,,,,,
,,liquid,,,,,,,,,,
,,list,,,,,,,,,,
,,listen,,,,,,,,,,
,,listener,,,,,,,,,,
,,literature,,,,,,,,,,
,,little,,,,,,,,,,
,,live,,,,,,,,,,
,,lively,,,,,,,,,,
,,living,,,,,,,,,,
,,load,,,,,,,,,,
,,loan,,,,,,,,,,
,,local,,,,,,,,,,
,,locate,,,,,,,,,,
,,located,,,,,,,,,,
,,location,,,,,,,,,,
,,lock,,,,,,,,,,
,,logical,,,,,,,,,,
,,lonely,,,,,,,,,,
,,long,,,,,,,,,,
,,long-term,,,,,,,,,,
,,look,,,,,,,,,,
,,loose,,,,,,,,,,
,,lord,,,,,,,,,,
,,lorry,,,,,,,,,,
,,lose,,,,,,,,,,
,,loss,,,,,,,,,,
,,lost,,,,,,,,,,
,,lot,,,,,,,,,,
,,loud,,,,,,,,,,
,,loudly,,,,,,,,,,
,,love,,,,,,,,,,
,,lovely,,,,,,,,,,
,,low,,,,,,,,,,
,,lower,,,,,,,,,,
,,luck,,,,,,,,,,
