schema_version,sentence_id,word_id,difficulty,base_en,base_audio_ms,zh_sentence,ja_sentence,es_sentence,fr_sentence,en_sentence,zh_tr,ja_tr
1,sent_315,w_065,A2,my experience,1212,新经验,経験です,experiencia muy bien,grand expérience,my experience,wǒ de jīngyàn,keiken wo taberu
1,sent_316,w_066,A2,new significant,1400,我喜欢重要的,あなたの重要な,gran significativo,petit significatif,new significant,xiǎo zhòngyào de,juuyou na wo taberu
1,sent_317,w_067,A2,small analyze,1760,分析在这里,分析するは古い,nuevo analizar,mon analyser,small analyze,wǒ xǐhuān fēnxī,bunseki suru desu
1,sent_318,w_068,A2,big complex,1300,复杂很好,複雑は大きい,me gusta complejo,complexe très bien,big complex,dà fùzá,watashi no fukuzatsu
1,sent_319,w_069,A2,big influence,1918,小影响,影響するがいい,pequeño influir,petit influencer,big influence,yǐngxiǎng hěn měi,anata no eikyou suru
1,sent_320,w_070,A2,small demonstrate,1246,我喜欢证明,実証するがあります,pequeño demostrar,démontrer ici maintenant,small demonstrate,nǐ de zhèngmíng,jisshou suru desu
1,sent_321,w_071,A2,big phenomenon,1544,小现象,現象は大きい,me gusta fenómeno,vieux phénomène,big phenomenon,xīn xiànxiàng,genshou desu
1,sent_322,w_072,A2,your comprehensive,1912,全面的在这里,包括的は大きい,gran comprensivo,j'aime compréhensif,your comprehensive,nǐ de quánmiàn de,houkatsuteki wa furui
1,sent_323,w_073,A2,fundamental very nice,1441,基本的在这里,私の基本的,fundamental aquí ahora,j'aime fondamental,fundamental very nice,nǐ de jīběn de,kihonteki wa furui
1,sent_324,w_074,A2,your constitute,1172,构成很好,あなたの構成する,constituir aquí ahora,votre constituer,your constitute,xiǎo gòuchéng,kousei suru desu
1,sent_325,w_075,A2,old paradigm,1534,范式在这里,パラダイムを食べる,paradigma es bueno,votre paradigme,old paradigm,xiǎo fànshì,anata no paradaimu
1,sent_326,w_076,A2,eat here now,1072,吃在这里,食べるを食べる,comer aquí ahora,j'aime manger,eat here now,chī hěn měi,anata no taberu
1,sent_327,w_077,A2,old water,1766,小水,水を食べる,nuevo agua,eau ici maintenant,old water,wǒ de shuǐ,mizu wa ōkii
1,sent_328,w_078,A2,I like house,1639,我的房子,家は古い,nuevo casa,maison très bien,I like house,xīn fángzi,ie ga ii
1,sent_329,w_079,A2,big big,820,我喜欢大,私の大きい,pequeño grande,grand grand,big big,xīn dà,ookii ga arimasu
1,sent_330,w_080,A2,happy here now,1252,大高兴,嬉しいは小さい,feliz muy bien,j'aime heureux,happy here now,xiǎo gāoxìng,ureshii ga ii
1,sent_331,w_081,A2,book here now,1305,大书,本です,mi libro,votre livre,book here now,shū zài zhèlǐ,hon wa furui
1,sent_332,w_082,A2,I like study,958,小学习,勉強するは新しい,estudiar muy bien,vieux étudier,I like study,dà xuéxí,benkyou suru wa furui
1,sent_333,w_083,A2,new beautiful,957,美丽不错,私の美しい,pequeño hermoso,petit beau,new beautiful,měilì zài zhèlǐ,utsukushii wo taberu
1,sent_334,w_084,A2,important is good,1982,我喜欢重要,重要は小さい,tu importante,votre important,important is good,wǒ de zhòngyào,juuyou wo taberu
1,sent_335,w_085,A2,new understand,884,小理解,理解するは古い,pequeño entender,mon comprendre,new understand,lǐjiě bùcuò,rikai suru wa furui
1,sent_336,w_086,A2,big environment,1342,大环境,私の環境,viejo medio ambiente,environnement est bon,big environment,xīn huánjìng,kankyou wa ōkii
1,sent_337,w_087,A2,develop very nice,913,发展不错,発展するは古い,mi desarrollar,votre développer,develop very nice,fāzhǎn hěn hǎo,anata no hatten suru
1,sent_338,w_088,A2,society is good,1068,我的社会,社会は大きい,gran sociedad,votre société,society is good,wǒ xǐhuān shèhuì,shakai ga ii
1,sent_339,w_089,A2,culture here now,1133,文化很美,文化がいい,viejo cultura,votre culture,culture here now,dà wénhuà,bunka wa ōkii
1,sent_340,w_090,A2,experience is good,1939,大经验,経験を食べる,tu experiencia,mon expérience,experience is good,xiǎo jīngyàn,keiken desu
1,sent_341,w_091,A2,your significant,1086,小重要的,重要なは大きい,mi significativo,grand significatif,your significant,xiǎo zhòngyào de,juuyou na wa chiisai
1,sent_342,w_092,A2,analyze very nice,1650,我喜欢分析,分析するがあります,viejo analizar,petit analyser,analyze very nice,fēnxī hěn měi,watashi no bunseki suru
1,sent_343,w_093,A2,small complex,1227,大复杂,複雑は大きい,tu complejo,complexe très bien,small complex,xiǎo fùzá,fukuzatsu desu
1,sent_344,w_094,A2,influence is good,1259,影响很美,影響するを食べる,gran influir,petit influencer,influence is good,yǐngxiǎng bùcuò,eikyou suru wa furui
1,sent_345,w_095,A2,I like demonstrate,1757,证明在这里,実証するがあります,demostrar es bueno,petit démontrer,I like demonstrate,zhèngmíng bùcuò,jisshou suru wa atarashii
1,sent_346,w_096,A2,your phenomenon,1368,现象在这里,現象は古い,me gusta fenómeno,nouveau phénomène,your phenomenon,wǒ de xiànxiàng,genshou desu
1,sent_347,w_097,A2,new comprehensive,1457,大全面的,包括的は大きい,comprensivo aquí ahora,votre compréhensif,new comprehensive,xīn quánmiàn de,houkatsuteki wa ōkii
1,sent_348,w_098,A2,my fundamental,968,小基本的,基本的です,viejo fundamental,votre fondamental,my fundamental,dà jīběn de,watashi no kihonteki
1,sent_349,w_099,A2,constitute here now,932,构成很好,私の構成する,tu constituir,j'aime constituer,constitute here now,dà gòuchéng,kousei suru wa atarashii
1,sent_350,w_100,A2,your paradigm,995,我的范式,パラダイムがいい,mi paradigma,paradigme est bon,your paradigm,fànshì zài zhèlǐ,watashi no paradaimu
1,sent_351,w_101,A2,eat is good,1756,吃在这里,食べるは大きい,comer muy bien,grand manger,eat is good,xiǎo chī,taberu desu
1,sent_352,w_102,A2,old water,927,小水,水は小さい,nuevo agua,petit eau,old water,nǐ de shuǐ,mizu ga ii
1,sent_353,w_103,A2,new house,1161,我喜欢房子,家は新しい,casa muy bien,j'aime maison,new house,fángzi bùcuò,watashi no ie
1,sent_354,w_104,A2,big is good,1998,大很好,大きいは小さい,nuevo grande,grand grand,big is good,xīn dà,ookii wo taberu
1,sent_355,w_105,A2,small happy,2000,你的高兴,嬉しいは大きい,gran feliz,petit heureux,small happy,dà gāoxìng,watashi no ureshii
1,sent_356,w_106,A2,your book,1880,书很好,本です,gran libro,mon livre,your book,shū zài zhèlǐ,hon wa ōkii
1,sent_357,w_107,A2,old study,1833,学习很好,勉強するです,estudiar es bueno,étudier est bon,old study,xuéxí bùcuò,benkyou suru wo taberu
1,sent_358,w_108,A2,my beautiful,1999,美丽不错,美しいは大きい,tu hermoso,vieux beau,my beautiful,xīn měilì,utsukushii ga ii
1,sent_359,w_109,A2,my important,1340,重要很好,重要は古い,mi importante,important ici maintenant,my important,zhòngyào zài zhèlǐ,juuyou wa chiisai
1,sent_360,w_110,A2,your understand,1881,我喜欢理解,理解するは古い,entender muy bien,comprendre très bien,your understand,dà lǐjiě,rikai suru wo taberu
1,sent_361,w_111,A2,your environment,1685,小环境,環境を食べる,tu medio ambiente,vieux environnement,your environment,xīn huánjìng,kankyou wa ōkii
1,sent_362,w_112,A2,develop is good,1116,我喜欢发展,発展するがいい,nuevo desarrollar,petit développer,develop is good,fāzhǎn hěn měi,hatten suru wo taberu
1,sent_363,w_113,A2,society very nice,833,我的社会,社会は古い,sociedad es bueno,société ici maintenant,society very nice,shèhuì hěn měi,shakai wa atarashii
1,sent_364,w_114,A2,culture very nice,1163,文化很好,文化があります,me gusta cultura,culture est bon,culture very nice,wénhuà zài zhèlǐ,bunka wa furui
1,sent_365,w_115,A2,experience very nice,1646,小经验,私の経験,pequeño experiencia,expérience est bon,experience very nice,wǒ de jīngyàn,keiken desu
1,sent_366,w_116,A2,significant is good,1136,新重要的,重要ながいい,significativo aquí ahora,grand significatif,significant is good,zhòngyào de hěn měi,juuyou na wa furui
1,sent_367,w_117,A2,your analyze,1819,分析在这里,分析するは古い,pequeño analizar,analyser est bon,your analyze,wǒ xǐhuān fēnxī,bunseki suru ga arimasu
1,sent_368,w_118,A2,new complex,1909,我的复杂,複雑です,tu complejo,nouveau complexe,new complex,wǒ de fùzá,fukuzatsu wa atarashii
1,sent_369,w_119,A2,your influence,1508,影响不错,影響するがいい,influir muy bien,j'aime influencer,your influence,yǐngxiǎng hěn měi,eikyou suru wa ōkii
1,sent_370,w_120,A2,old demonstrate,855,证明很好,実証するは古い,gran demostrar,démontrer est bon,old demonstrate,zhèngmíng bùcuò,jisshou suru wa atarashii
1,sent_371,w_121,A2,I like phenomenon,921,现象很好,現象は新しい,fenómeno aquí ahora,phénomène très bien,I like phenomenon,wǒ xǐhuān xiànxiàng,genshou wa ōkii
1,sent_372,w_122,A2,comprehensive very nice,1134,你的全面的,包括的があります,me gusta comprensivo,grand compréhensif,comprehensive very nice,quánmiàn de hěn hǎo,houkatsuteki desu
1,sent_373,w_123,A2,fundamental is good,1270,基本的在这里,基本的を食べる,gran fundamental,mon fondamental,fundamental is good,jīběn de hěn měi,kihonteki ga ii
1,sent_374,w_124,A2,new constitute,1257,构成在这里,あなたの構成する,pequeño constituir,nouveau constituer,new constitute,gòuchéng hěn měi,anata no kousei suru
1,sent_375,w_125,A2,big paradigm,1758,新范式,パラダイムがあります,gran paradigma,grand paradigme,big paradigm,wǒ de fànshì,paradaimu wo taberu
1,sent_376,w_126,A2,old eat,1565,吃不错,食べるは古い,gran comer,vieux manger,old eat,xiǎo chī,taberu wa atarashii
1,sent_377,w_127,A2,water is good,1738,水不错,水は新しい,agua muy bien,grand eau,water is good,xiǎo shuǐ,mizu wa ōkii
1,sent_378,w_128,A2,new house,1083,房子在这里,家は小さい,pequeño casa,maison est bon,new house,fángzi hěn hǎo,watashi no ie
1,sent_379,w_129,A2,big here now,1211,我喜欢大,大きいは小さい,me gusta grande,votre grand,big here now,xīn dà,ookii ga arimasu
1,sent_380,w_130,A2,big happy,1522,小高兴,嬉しいは大きい,feliz es bueno,heureux très bien,big happy,gāoxìng zài zhèlǐ,ureshii ga arimasu
1,sent_381,w_131,A2,book here now,1946,书很美,本は大きい,libro es bueno,mon livre,book here now,shū hěn měi,hon wo taberu
1,sent_382,w_132,A2,your study,876,我喜欢学习,勉強するは古い,me gusta estudiar,nouveau étudier,your study,xuéxí zài zhèlǐ,benkyou suru wa furui
1,sent_383,w_133,A2,beautiful is good,1047,新美丽,美しいです,hermoso aquí ahora,mon beau,beautiful is good,wǒ de měilì,utsukushii wa chiisai
1,sent_384,w_134,A2,important here now,1094,你的重要,私の重要,pequeño importante,important très bien,important here now,xiǎo zhòngyào,watashi no juuyou
1,sent_385,w_135,A2,my understand,1166,理解很美,理解するを食べる,gran entender,mon comprendre,my understand,wǒ de lǐjiě,watashi no rikai suru
1,sent_386,w_136,A2,small environment,1576,新环境,環境を食べる,nuevo medio ambiente,vieux environnement,small environment,huánjìng bùcuò,kankyou ga ii
1,sent_387,w_137,A2,big develop,1202,小发展,発展するは古い,viejo desarrollar,grand développer,big develop,wǒ xǐhuān fāzhǎn,hatten suru wo taberu
1,sent_388,w_138,A2,society here now,1749,新社会,社会は小さい,sociedad muy bien,grand société,society here now,shèhuì hěn měi,watashi no shakai
1,sent_389,w_139,A2,culture here now,1190,你的文化,文化があります,gran cultura,culture est bon,culture here now,xiǎo wénhuà,bunka wa atarashii
1,sent_390,w_140,A2,new experience,1393,你的经验,経験です,pequeño experiencia,expérience est bon,new experience,wǒ xǐhuān jīngyàn,keiken wa ōkii
1,sent_391,w_141,A2,your significant,1804,大重要的,重要なは小さい,viejo significativo,votre significatif,your significant,wǒ xǐhuān zhòngyào de,juuyou na wa chiisai
1,sent_392,w_142,A2,big analyze,915,分析不错,分析するを食べる,analizar aquí ahora,analyser très bien,big analyze,wǒ xǐhuān fēnxī,bunseki suru wa ōkii
1,sent_393,w_143,A2,I like complex,1656,复杂很美,複雑は小さい,tu complejo,complexe très bien,I like complex,nǐ de fùzá,anata no fukuzatsu
1,sent_394,w_144,A2,big influence,1378,大影响,影響するです,influir es bueno,vieux influencer,big influence,nǐ de yǐngxiǎng,watashi no eikyou suru
1,sent_395,w_145,A2,demonstrate here now,1574,证明很好,実証するは小さい,me gusta demostrar,nouveau démontrer,demonstrate here now,dà zhèngmíng,jisshou suru wa furui
1,sent_396,w_146,A2,I like phenomenon,1030,现象很美,現象は大きい,tu fenómeno,grand phénomène,I like phenomenon,wǒ xǐhuān xiànxiàng,genshou wa atarashii
1,sent_397,w_147,A2,new comprehensive,880,我的全面的,包括的です,viejo comprensivo,vieux compréhensif,new comprehensive,nǐ de quánmiàn de,houkatsuteki wa atarashii
1,sent_398,w_148,A2,my fundamental,1536,基本的很好,基本的は小さい,tu fundamental,grand fondamental,my fundamental,xīn jīběn de,kihonteki wa ōkii
1,sent_399,w_149,A2,I like constitute,1477,构成在这里,あなたの構成する,nuevo constituir,vieux constituer,I like constitute,dà gòuchéng,kousei suru wa furui
1,sent_400,w_150,A2,my paradigm,1513,我喜欢范式,あなたのパラダイム,me gusta paradigma,petit paradigme,my paradigm,nǐ de fànshì,paradaimu wa chiisai
1,sent_401,w_151,A2,big eat,1722,吃不错,食べるがあります,viejo comer,grand manger,big eat,xīn chī,taberu ga arimasu
1,sent_402,w_152,A2,small water,1857,小水,水がいい,agua aquí ahora,j'aime eau,small water,xiǎo shuǐ,mizu wa atarashii
1,sent_403,w_153,A2,I like house,1138,大房子,あなたの家,tu casa,mon maison,I like house,xiǎo fángzi,watashi no ie
1,sent_404,w_154,A2,old big,1552,你的大,大きいは大きい,viejo grande,j'aime grand,old big,dà zài zhèlǐ,ookii wa ōkii
1,sent_405,w_155,A2,small happy,1395,我喜欢高兴,嬉しいがいい,feliz aquí ahora,mon heureux,small happy,dà gāoxìng,ureshii ga ii
1,sent_406,w_156,A2,book very nice,1878,书不错,本を食べる,me gusta libro,vieux livre,book very nice,wǒ de shū,hon ga arimasu
1,sent_407,w_157,A2,new study,1251,学习不错,勉強するは小さい,estudiar muy bien,nouveau étudier,new study,xuéxí hěn hǎo,benkyou suru wo taberu
1,sent_408,w_158,A2,beautiful here now,1185,美丽很好,あなたの美しい,gran hermoso,votre beau,beautiful here now,dà měilì,utsukushii wa ōkii
1,sent_409,w_159,A2,my important,1335,我喜欢重要,重要を食べる,nuevo importante,votre important,my important,zhòngyào zài zhèlǐ,juuyou wa atarashii
1,sent_410,w_160,A2,small understand,1199,理解很美,理解するを食べる,entender es bueno,mon comprendre,small understand,xīn lǐjiě,rikai suru wa furui
1,sent_411,w_161,A2,environment is good,1003,小环境,環境は新しい,medio ambiente muy bien,j'aime environnement,environment is good,huánjìng zài zhèlǐ,kankyou wo taberu
1,sent_412,w_162,A2,big develop,843,我喜欢发展,発展するは小さい,desarrollar aquí ahora,grand développer,big develop,wǒ de fāzhǎn,watashi no hatten suru
1,sent_413,w_163,A2,society very nice,1187,社会很好,私の社会,pequeño sociedad,grand société,society very nice,xīn shèhuì,shakai wo taberu
1,sent_414,w_164,A2,big culture,1640,大文化,文化は小さい,cultura es bueno,mon culture,big culture,xiǎo wénhuà,bunka ga ii
1,sent_415,w_165,A2,new experience,1732,经验很美,経験です,me gusta experiencia,expérience très bien,new experience,jīngyàn bùcuò,watashi no keiken
1,sent_416,w_166,A2,big significant,1692,重要的很好,あなたの重要な,significativo muy bien,vieux significatif,big significant,zhòngyào de bùcuò,juuyou na wa chiisai
1,sent_417,w_167,A2,analyze is good,1784,新分析,分析するです,tu analizar,analyser très bien,analyze is good,fēnxī hěn hǎo,bunseki suru wa chiisai
1,sent_418,w_168,A2,my complex,1487,大复杂,複雑です,viejo complejo,complexe est bon,my complex,fùzá zài zhèlǐ,fukuzatsu wa ōkii
1,sent_419,w_169,A2,big influence,1640,影响不错,私の影響する,nuevo influir,mon influencer,big influence,yǐngxiǎng bùcuò,eikyou suru ga arimasu
1,sent_420,w_170,A2,new demonstrate,1164,新证明,あなたの実証する,gran demostrar,mon démontrer,new demonstrate,xiǎo zhèngmíng,jisshou suru desu
1,sent_421,w_171,A2,new phenomenon,1758,现象在这里,現象があります,fenómeno es bueno,nouveau phénomène,new phenomenon,wǒ de xiànxiàng,genshou wa chiisai
1,sent_422,w_172,A2,comprehensive very nice,1957,新全面的,包括的は小さい,viejo comprensivo,grand compréhensif,comprehensive very nice,nǐ de quánmiàn de,houkatsuteki wa ōkii
1,sent_423,w_173,A2,small fundamental,1121,你的基本的,基本的を食べる,fundamental aquí ahora,vieux fondamental,small fundamental,jīběn de bùcuò,kihonteki wa ōkii
1,sent_424,w_174,A2,I like constitute,1409,你的构成,構成するは古い,pequeño constituir,grand constituer,I like constitute,gòuchéng hěn měi,kousei suru wa ōkii
1,sent_425,w_175,A2,my paradigm,1122,你的范式,パラダイムは大きい,mi paradigma,vieux paradigme,my paradigm,dà fànshì,paradaimu wa furui
1,sent_426,w_176,A2,my eat,1631,新吃,食べるは小さい,comer aquí ahora,mon manger,my eat,xīn chī,taberu wa atarashii
1,sent_427,w_177,A2,small water,1120,水很好,水がいい,tu agua,eau très bien,small water,xiǎo shuǐ,mizu ga ii
1,sent_428,w_178,A2,house here now,1469,房子很好,家を食べる,viejo casa,maison ici maintenant,house here now,fángzi hěn měi,ie wa atarashii
1,sent_429,w_179,A2,your big,1416,大很好,大きいは新しい,mi grande,grand très bien,your big,nǐ de dà,watashi no ookii
1,sent_430,w_180,A2,I like happy,1565,高兴不错,私の嬉しい,nuevo feliz,votre heureux,I like happy,nǐ de gāoxìng,ureshii wa furui
1,sent_431,w_181,A2,book is good,870,我的书,本は大きい,nuevo libro,nouveau livre,book is good,shū hěn hǎo,hon desu
1,sent_432,w_182,A2,my study,1650,小学习,勉強するがあります,nuevo estudiar,grand étudier,my study,dà xuéxí,anata no benkyou suru
1,sent_433,w_183,A2,your beautiful,1997,我喜欢美丽,美しいです,nuevo hermoso,mon beau,your beautiful,dà měilì,utsukushii wa chiisai
1,sent_434,w_184,A2,your important,1551,重要很好,あなたの重要,pequeño importante,petit important,your important,zhòngyào hěn hǎo,juuyou wa chiisai
1,sent_435,w_185,A2,old understand,1148,理解很好,理解するです,gran entender,comprendre très bien,old understand,xīn lǐjiě,rikai suru wa ōkii
1,sent_436,w_186,A2,big environment,1433,我的环境,あなたの環境,medio ambiente aquí ahora,environnement ici maintenant,big environment,wǒ xǐhuān huánjìng,kankyou wa chiisai
1,sent_437,w_187,A2,new develop,1769,我的发展,発展するです,desarrollar aquí ahora,développer très bien,new develop,wǒ de fāzhǎn,hatten suru wa ōkii
1,sent_438,w_188,A2,new society,1898,我的社会,社会は大きい,nuevo sociedad,vieux société,new society,wǒ de shèhuì,anata no shakai
1,sent_439,w_189,A2,old culture,1008,大文化,私の文化,cultura muy bien,grand culture,old culture,xiǎo wénhuà,bunka desu
1,sent_440,w_190,A2,small experience,1849,小经验,あなたの経験,me gusta experiencia,petit expérience,small experience,jīngyàn hěn měi,anata no keiken
1,sent_441,w_191,A2,significant here now,1318,小重要的,あなたの重要な,significativo es bueno,vieux significatif,significant here now,xīn zhòngyào de,juuyou na wa ōkii
1,sent_442,w_192,A2,small analyze,819,我的分析,分析するは小さい,analizar muy bien,j'aime analyser,small analyze,xiǎo fēnxī,anata no bunseki suru
1,sent_443,w_193,A2,I like complex,1048,我喜欢复杂,複雑がいい,tu complejo,nouveau complexe,I like complex,xiǎo fùzá,watashi no fukuzatsu
1,sent_444,w_194,A2,my influence,1943,影响很美,影響するは新しい,gran influir,votre influencer,my influence,dà yǐngxiǎng,eikyou suru wa ōkii
1,sent_445,w_195,A2,small demonstrate,1870,你的证明,実証するは小さい,pequeño demostrar,démontrer ici maintenant,small demonstrate,xīn zhèngmíng,jisshou suru ga ii
1,sent_446,w_196,A2,phenomenon is good,856,现象在这里,現象があります,me gusta fenómeno,votre phénomène,phenomenon is good,xiǎo xiànxiàng,anata no genshou
1,sent_447,w_197,A2,big comprehensive,1787,新全面的,包括的を食べる,gran comprensivo,nouveau compréhensif,big comprehensive,quánmiàn de zài zhèlǐ,houkatsuteki wa atarashii
1,sent_448,w_198,A2,small fundamental,811,基本的不错,私の基本的,me gusta fundamental,petit fondamental,small fundamental,jīběn de hěn měi,kihonteki wa atarashii
1,sent_449,w_199,A2,constitute is good,1528,我的构成,構成するがあります,constituir muy bien,grand constituer,constitute is good,wǒ de gòuchéng,kousei suru ga ii
1,sent_450,w_200,A2,paradigm is good,1863,范式很美,パラダイムです,paradigma muy bien,mon paradigme,paradigm is good,nǐ de fànshì,paradaimu desu
1,sent_451,w_201,A2,my eat,1584,我喜欢吃,食べるは小さい,nuevo comer,petit manger,my eat,chī bùcuò,anata no taberu
1,sent_452,w_202,A2,water very nice,1085,小水,水があります,me gusta agua,eau ici maintenant,water very nice,xiǎo shuǐ,mizu wo taberu
1,sent_453,w_203,A2,old house,1499,房子在这里,家は新しい,mi casa,j'aime maison,old house,dà fángzi,ie wa furui
1,sent_454,w_204,A2,my big,1835,大大,大きいは古い,grande muy bien,j'aime grand,my big,wǒ de dà,ookii ga ii
1,sent_455,w_205,A2,small happy,1345,我喜欢高兴,嬉しいを食べる,viejo feliz,mon heureux,small happy,wǒ de gāoxìng,ureshii wa ōkii
1,sent_456,w_206,A2,my book,1588,书不错,本は新しい,pequeño libro,j'aime livre,my book,nǐ de shū,watashi no hon
1,sent_457,w_207,A2,study here now,917,学习很好,勉強するは大きい,estudiar muy bien,mon étudier,study here now,xiǎo xuéxí,benkyou suru ga ii
1,sent_458,w_208,A2,beautiful very nice,945,大美丽,美しいがあります,gran hermoso,nouveau beau,beautiful very nice,měilì zài zhèlǐ,anata no utsukushii
1,sent_459,w_209,A2,big important,1509,新重要,重要は大きい,nuevo importante,important très bien,big important,wǒ xǐhuān zhòngyào,juuyou wa ōkii
1,sent_460,w_210,A2,your understand,941,理解在这里,理解するです,pequeño entender,comprendre est bon,your understand,wǒ de lǐjiě,rikai suru ga ii
1,sent_461,w_211,A2,big environment,1234,环境很美,環境は大きい,pequeño medio ambiente,environnement est bon,big environment,wǒ de huánjìng,kankyou wo taberu
1,sent_462,w_212,A2,big develop,881,我喜欢发展,発展するは古い,desarrollar muy bien,grand développer,big develop,fāzhǎn hěn hǎo,hatten suru wo taberu
1,sent_463,w_213,A2,your society,1355,我喜欢社会,社会があります,sociedad es bueno,nouveau société,your society,shèhuì hěn hǎo,anata no shakai
1,sent_464,w_214,A2,your culture,1683,新文化,文化を食べる,me gusta cultura,mon culture,your culture,xīn wénhuà,bunka ga arimasu
1,sent_465,w_215,A2,your experience,832,我的经验,経験があります,experiencia es bueno,mon expérience,your experience,wǒ xǐhuān jīngyàn,keiken ga arimasu
1,sent_466,w_216,A2,small significant,1270,你的重要的,重要なです,mi significativo,mon significatif,small significant,zhòngyào de hěn měi,juuyou na wa atarashii
1,sent_467,w_217,A2,old analyze,1005,我喜欢分析,私の分析する,viejo analizar,mon analyser,old analyze,wǒ xǐhuān fēnxī,bunseki suru wa ōkii
1,sent_468,w_218,A2,small complex,1242,大复杂,複雑は小さい,complejo muy bien,complexe ici maintenant,small complex,wǒ de fùzá,fukuzatsu wa atarashii
1,sent_469,w_219,A2,influence is good,881,小影响,影響するは小さい,gran influir,vieux influencer,influence is good,yǐngxiǎng hěn měi,eikyou suru desu
1,sent_470,w_220,A2,demonstrate is good,1491,大证明,実証するは小さい,nuevo demostrar,démontrer est bon,demonstrate is good,wǒ xǐhuān zhèngmíng,watashi no jisshou suru
1,sent_471,w_221,A2,big phenomenon,1767,现象在这里,現象がいい,fenómeno es bueno,phénomène très bien,big phenomenon,xiànxiàng zài zhèlǐ,genshou wa chiisai
1,sent_472,w_222,A2,comprehensive is good,1044,全面的不错,包括的を食べる,me gusta comprensivo,compréhensif ici maintenant,comprehensive is good,dà quánmiàn de,houkatsuteki wa ōkii
1,sent_473,w_223,A2,old fundamental,1819,你的基本的,基本的は小さい,tu fundamental,nouveau fondamental,old fundamental,jīběn de hěn hǎo,kihonteki wa atarashii
1,sent_474,w_224,A2,constitute here now,847,构成很美,構成するです,constituir es bueno,j'aime constituer,constitute here now,wǒ de gòuchéng,kousei suru desu
1,sent_475,w_225,A2,paradigm very nice,1031,范式不错,私のパラダイム,gran paradigma,nouveau paradigme,paradigm very nice,fànshì hěn měi,paradaimu ga arimasu
1,sent_476,w_226,A2,your eat,1414,吃不错,食べるがいい,viejo comer,grand manger,your eat,chī hěn měi,anata no taberu
1,sent_477,w_227,A2,my water,1085,我喜欢水,水を食べる,mi agua,nouveau eau,my water,xīn shuǐ,mizu ga arimasu
1,sent_478,w_228,A2,house very nice,952,房子在这里,家は大きい,viejo casa,vieux maison,house very nice,wǒ xǐhuān fángzi,anata no ie
1,sent_479,w_229,A2,my big,1893,小大,大きいは古い,gran grande,petit grand,my big,dà hěn měi,watashi no ookii
1,sent_480,w_230,A2,my happy,1079,高兴很好,嬉しいがいい,mi feliz,grand heureux,my happy,dà gāoxìng,ureshii wa chiisai
1,sent_481,w_231,A2,book very nice,1504,书很美,本は小さい,gran libro,livre très bien,book very nice,dà shū,hon wa furui
1,sent_482,w_232,A2,study is good,1525,你的学习,勉強するは大きい,mi estudiar,petit étudier,study is good,wǒ de xuéxí,benkyou suru wa atarashii
1,sent_483,w_233,A2,small beautiful,900,小美丽,美しいは古い,gran hermoso,votre beau,small beautiful,xīn měilì,anata no utsukushii
1,sent_484,w_234,A2,new important,1948,大重要,重要は古い,importante muy bien,votre important,new important,nǐ de zhòngyào,juuyou wa ōkii
1,sent_485,w_235,A2,I like understand,1630,理解在这里,理解するがあります,entender es bueno,vieux comprendre,I like understand,xiǎo lǐjiě,rikai suru wa chiisai
1,sent_486,w_236,A2,your environment,871,环境不错,環境は新しい,viejo medio ambiente,grand environnement,your environment,wǒ de huánjìng,kankyou wa chiisai
1,sent_487,w_237,A2,big develop,1134,发展在这里,私の発展する,desarrollar aquí ahora,développer est bon,big develop,fāzhǎn zài zhèlǐ,watashi no hatten suru
1,sent_488,w_238,A2,society is good,1804,新社会,社会は新しい,sociedad es bueno,votre société,society is good,shèhuì hěn měi,watashi no shakai
1,sent_489,w_239,A2,new culture,1597,大文化,文化があります,pequeño cultura,culture ici maintenant,new culture,wǒ de wénhuà,anata no bunka
1,sent_490,w_240,A2,experience very nice,1421,新经验,あなたの経験,gran experiencia,vieux expérience,experience very nice,dà jīngyàn,anata no keiken
1,sent_491,w_241,A2,significant is good,1989,我的重要的,私の重要な,gran significativo,grand significatif,significant is good,zhòngyào de zài zhèlǐ,juuyou na ga arimasu
1,sent_492,w_242,A2,I like analyze,1581,我的分析,分析するです,me gusta analizar,votre analyser,I like analyze,fēnxī zài zhèlǐ,watashi no bunseki suru
1,sent_493,w_243,A2,my complex,1975,大复杂,複雑は新しい,gran complejo,complexe ici maintenant,my complex,fùzá zài zhèlǐ,fukuzatsu wa atarashii
1,sent_494,w_244,A2,small influence,1454,影响很好,影響するは大きい,nuevo influir,petit influencer,small influence,xiǎo yǐngxiǎng,eikyou suru wa ōkii
1,sent_495,w_245,A2,old demonstrate,1601,证明在这里,私の実証する,me gusta demostrar,grand démontrer,old demonstrate,zhèngmíng zài zhèlǐ,jisshou suru wa chiisai
1,sent_496,w_246,A2,phenomenon here now,1458,现象不错,現象は新しい,pequeño fenómeno,votre phénomène,phenomenon here now,xiànxiàng hěn měi,genshou wa ōkii
1,sent_497,w_247,A2,small comprehensive,1587,你的全面的,包括的は新しい,mi comprensivo,j'aime compréhensif,small comprehensive,wǒ de quánmiàn de,watashi no houkatsuteki
1,sent_498,w_248,A2,fundamental here now,1444,大基本的,基本的です,mi fundamental,petit fondamental,fundamental here now,wǒ xǐhuān jīběn de,kihonteki desu
1,sent_499,w_249,A2,I like constitute,1235,构成很好,構成するがいい,constituir muy bien,grand constituer,I like constitute,xīn gòuchéng,kousei suru wo taberu
